id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
6335,8,251,13634,0,35,51,0,0,0|0|0,31|72,11|112,19|86,0|0,0,0,250,39,15,16
6336,8,251,17657,0,30,54,0,0,0|0|0,31|80,11|124,19|96,0|0,0,0,250,47,15,16
6337,8,251,22600,0,30,57,0,0,0|0|0,31|88,11|136,19|106,0|0,0,0,250,51,15,16
6338,8,251,28590,0,30,59,0,0,0|0|0,31|95,11|148,19|114,0|0,0,0,250,55,15,16
6339,8,251,35737,0,30,62,0,0,0|0|0,31|102,11|160,19|122,0|0,0,0,250,65,15,16
6340,8,251,44135,0,30,65,0,0,0|0|0,31|109,11|172,19|131,0|0,0,0,250,73,15,16
6341,8,251,53845,0,30,68,0,0,0|0|0,31|116,11|184,19|139,0|0,0,0,250,80,15,16
6342,8,251,64883,0,30,70,0,0,0|0|0,31|123,11|196,19|148,0|0,0,0,250,85,15,16
6343,8,251,77211,0,30,73,0,0,0|0|0,31|129,11|208,19|155,0|0,0,0,250,97,15,16
6344,8,251,90723,0,30,75,0,0,0|0|0,31|135,11|220,19|162,0|0,0,0,250,107,15,16
6345,8,251,105238,0,30,79,0,0,0|0|0,31|145,11|232,19|174,0|0,0,0,250,116,15,16
6346,8,251,120498,0,30,83,0,0,0|0|0,31|155,11|244,19|186,0|0,0,0,250,120,15,16
6347,8,251,136162,0,30,85,0,0,0|0|0,31|175,11|256,19|210,0|0,0,0,250,135,15,16
6348,8,251,151821,0,30,87,0,0,0|0|0,31|200,11|268,19|240,0|0,0,0,250,146,15,16
6360,8,252,5845,0,10,36,0,0,0|0|0,31|30,11|46,19|36,0|0,0,0,250,18,17,16
6361,8,252,8095,0,15,40,0,0,0|0|0,31|39,11|56,19|47,0|0,0,0,250,22,17,16
6362,8,252,11091,0,25,43,0,0,0|0|0,31|48,11|67,19|58,0|0,0,0,250,26,17,16
6363,8,252,15028,0,20,47,0,0,0|0|0,31|57,11|78,19|68,0|0,0,0,250,32,17,16
6364,8,252,20137,0,25,50,0,0,0|0|0,31|65,11|87,19|78,0|0,0,0,250,40,17,16
6365,8,252,26682,0,30,53,0,0,0|0|0,31|73,11|97,19|88,0|0,0,0,250,44,17,16
6366,8,252,34953,0,30,56,0,0,0|0|0,31|81,11|106,19|97,0|0,0,0,250,51,17,16
6367,8,252,45264,0,35,60,0,0,0|0|0,31|89,11|115,19|107,0|0,0,0,250,61,17,16
6368,8,252,57938,0,30,62,0,0,0|0|0,31|96,11|123,19|115,0|0,0,0,250,66,17,16
6369,8,252,73292,0,30,65,0,0,0|0|0,31|103,11|131,19|124,0|0,0,0,250,74,17,16
6370,8,252,91615,0,30,68,0,0,0|0|0,31|110,11|140,19|132,0|0,0,0,250,86,17,16
6371,8,252,113144,0,30,71,0,0,0|0|0,31|117,11|148,19|140,0|0,0,0,250,91,17,16
6372,8,252,138036,0,30,74,0,0,0|0|0,31|124,11|156,19|149,0|0,0,0,250,105,17,16
6373,8,252,166334,0,30,76,0,0,0|0|0,31|131,11|164,19|157,0|0,0,0,250,110,17,16
6374,8,252,197937,0,30,78,0,0,0|0|0,31|137,11|171,19|164,0|0,0,0,250,120,17,16
6375,8,252,232576,0,30,82,0,0,0|0|0,31|145,11|180,19|174,0|0,0,0,250,131,17,16
6376,8,252,269788,0,30,86,0,0,0|0|0,31|155,11|191,19|186,0|0,0,0,250,149,17,16
6377,8,252,308908,0,30,86,0,0,0|0|0,31|175,11|214,19|210,0|0,0,0,250,154,17,16
6378,8,252,349066,0,30,88,0,0,0|0|0,31|200,11|243,19|240,0|0,0,0,250,165,17,16
6500,8,211,2646,0,10,36,0,0,0|0|0,31|29,10|62,22|17,0|0,0,0,200,20,15,16
6501,8,211,3665,0,15,39,0,0,0|0|0,31|38,10|76,22|23,0|0,0,0,200,22,15,16
6502,8,211,5021,0,15,43,0,0,0|0|0,31|47,10|91,22|28,0|0,0,0,200,24,15,16
6503,8,211,6803,0,15,46,0,0,0|0|0,31|56,10|105,22|34,0|0,0,0,200,26,15,16
6504,8,211,9116,0,20,50,0,0,0|0|0,31|64,10|118,22|38,0|0,0,0,200,30,15,16
6505,8,211,12079,0,25,53,0,0,0|0|0,31|72,10|131,22|43,0|0,0,0,200,34,15,16
6506,8,211,15823,0,30,56,0,0,0|0|0,31|80,10|143,22|48,0|0,0,0,200,43,15,16
6507,8,211,20491,0,35,59,0,0,0|0|0,31|88,10|156,22|53,0|0,0,0,200,47,15,16
6508,8,211,26228,0,40,62,0,0,0|0|0,31|95,10|167,22|57,0|0,0,0,200,54,15,16
6509,8,211,33179,0,45,65,0,0,0|0|0,31|102,10|178,22|61,0|0,0,0,200,62,15,16
6510,8,211,41474,0,45,68,0,0,0|0|0,31|109,10|189,22|65,0|0,0,0,200,68,15,16
6511,8,211,51220,0,50,70,0,0,0|0|0,31|117,10|202,22|70,0|0,0,0,200,76,15,16
6512,8,211,62488,0,50,73,0,0,0|0|0,31|123,10|211,22|74,0|0,0,0,200,88,15,16
6513,8,211,75298,0,50,76,0,0,0|0|0,31|129,10|221,22|77,0|0,0,0,200,94,15,16
6514,8,211,89605,0,50,78,0,0,0|0|0,31|135,10|230,22|81,0|0,0,0,200,107,15,16
6515,8,211,105286,0,50,82,0,0,0|0|0,31|145,10|246,22|87,0|0,0,0,200,117,15,16
6516,8,211,122132,0,50,86,0,0,0|0|0,31|155,10|261,22|93,0|0,0,0,200,121,15,16
6517,8,211,139841,0,50,90,0,0,0|0|0,31|175,10|292,22|105,0|0,0,0,200,125,15,16
6518,8,211,158020,0,50,94,0,0,0|0|0,31|200,10|331,22|120,0|0,0,0,200,149,15,16
6530,8,211,3075,0,20,34,0,0,0|0|0,31|30,10|69,22|18,0|0,0,0,200,21,16,16
6531,8,211,4212,0,25,37,0,0,0|0|0,31|39,10|84,22|23,0|0,0,0,200,23,16,16
6532,8,211,5708,0,30,41,0,0,0|0|0,31|48,10|100,22|29,0|0,0,0,200,25,16,16
6533,8,211,7648,0,35,44,0,0,0|0|0,31|57,10|115,22|34,0|0,0,0,200,29,16,16
6534,8,211,10134,0,40,47,0,0,0|0|0,31|65,10|129,22|39,0|0,0,0,200,35,16,16
6535,8,211,13276,0,50,50,0,0,0|0|0,31|73,10|142,22|44,0|0,0,0,200,42,16,16
6536,8,211,17192,0,50,53,0,0,0|0|0,31|81,10|156,22|49,0|0,0,0,200,51,16,16
6537,8,211,22006,0,50,56,0,0,0|0|0,31|89,10|169,22|53,0|0,0,0,200,55,16,16
6538,8,211,27837,0,60,59,0,0,0|0|0,31|96,10|181,22|58,0|0,0,0,200,63,16,16
6539,8,211,34796,0,60,62,0,0,0|0|0,31|103,10|193,22|62,0|0,0,0,200,70,16,16
6540,8,211,42974,0,60,64,0,0,0|0|0,31|110,10|205,22|66,0|0,0,0,200,79,16,16
6541,8,211,52428,0,70,67,0,0,0|0|0,31|117,10|217,22|70,0|0,0,0,200,91,16,16
6542,8,211,63176,0,70,70,0,0,0|0|0,31|124,10|228,22|74,0|0,0,0,250,97,16,16
6543,8,211,75179,0,60,72,0,0,0|0|0,31|130,10|238,22|78,0|0,0,0,250,107,16,16
6544,8,211,88335,0,70,74,0,0,0|0|0,31|135,10|247,22|81,0|0,0,0,250,117,16,16
6545,8,211,102469,0,70,78,0,0,0|0|0,31|145,10|263,22|87,0|0,0,0,250,127,16,16
6546,8,211,117327,0,70,82,0,0,0|0|0,31|155,10|280,22|93,0|0,0,0,250,138,16,16
6547,8,211,132579,0,70,84,0,0,0|0|0,31|175,10|313,22|105,0|0,0,0,250,143,16,16
6548,8,211,147826,0,70,86,0,0,0|0|0,31|200,10|355,22|120,0|0,0,0,250,161,16,16
6560,8,271,8155,0,10,44,0,0,0|0|0,31|40,10|62,22|24,0|0,0,0,2000,20,16,16
6561,8,271,11234,0,10,48,0,0,0|0|0,31|50,10|74,22|30,0|0,0,0,2000,24,16,16
6562,8,271,15221,0,15,52,0,0,0|0|0,31|59,10|86,22|35,0|0,0,0,2200,28,16,16
6563,8,271,20283,0,20,56,0,0,0|0|0,31|68,10|97,22|41,0|0,0,0,2200,34,16,16
6564,8,271,26570,0,20,60,0,0,0|0|0,31|77,10|109,22|46,0|0,0,0,2300,41,16,16
6565,8,271,34209,0,20,63,0,0,0|0|0,31|85,10|119,22|51,0|0,0,0,2300,47,16,16
6566,8,271,43274,0,25,66,0,0,0|0|0,31|93,10|129,22|56,0|0,0,0,2400,52,16,16
6567,8,271,53768,0,25,70,0,0,0|0|0,31|101,10|139,22|61,0|0,0,0,2400,62,16,16
6568,8,271,65598,0,30,73,0,0,0|0|0,31|109,10|149,22|65,0|0,0,0,2500,69,16,16
6569,8,271,78553,0,30,75,0,0,0|0|0,31|117,10|159,22|70,0|0,0,0,2500,77,16,16
6570,8,271,86408,0,30,77,0,0,0|0|0,31|124,10|168,22|74,0|0,0,0,2600,86,16,16
6571,8,271,95049,0,30,79,0,0,0|0|0,31|130,10|177,22|78,0|0,0,0,2600,95,16,16
6572,8,271,104554,0,30,80,0,0,0|0|0,31|135,10|186,22|81,0|0,0,0,2600,103,16,16
6573,8,271,115009,0,30,83,0,0,0|0|0,31|145,10|195,22|87,0|0,0,0,2600,112,16,16
6574,8,271,126510,0,30,86,0,0,0|0|0,31|155,10|204,22|93,0|0,0,0,2700,121,16,16
6575,8,271,139161,0,30,89,0,0,0|0|0,31|165,10|213,22|99,0|0,0,0,2700,130,16,16
6576,8,271,153078,0,30,92,0,0,0|0|0,31|175,10|222,22|105,0|0,0,0,2700,139,16,16
6577,8,271,168385,0,30,95,0,0,0|0|0,31|185,10|231,22|111,0|0,0,0,2700,147,16,16
6578,8,271,185224,0,30,98,0,0,0|0|0,31|200,10|240,22|120,0|0,0,0,2900,156,14,16
6579,8,271,185224,0,30,100,0,0,0|0|0,31|200,10|249,22|120,0|0,0,0,2800,165,16,16
6590,8,221,5075,0,20,40,0,0,0|0|0,31|29,10|65,22|17,0|0,0,0,250,23,17,16
6591,8,221,7029,0,25,44,0,0,0|0|0,31|38,10|80,22|23,0|0,0,0,250,26,17,16
6592,8,221,9630,0,25,48,0,0,0|0|0,31|47,10|95,22|28,0|0,0,0,250,26,17,16
6593,8,221,13048,0,25,51,0,0,0|0|0,31|56,10|110,22|34,0|0,0,0,250,33,17,16
6594,8,221,17484,0,30,55,0,0,0|0|0,31|64,10|123,22|38,0|0,0,0,250,40,17,16
6595,8,221,23167,0,30,58,0,0,0|0|0,31|72,10|136,22|43,0|0,0,0,250,46,17,16
6596,8,221,30349,0,30,62,0,0,0|0|0,31|80,10|149,22|48,0|0,0,0,250,55,17,16
6597,8,221,39301,0,40,65,0,0,0|0|0,31|88,10|162,22|53,0|0,0,0,250,61,17,16
6598,8,221,50306,0,40,68,0,0,0|0|0,31|95,10|174,22|57,0|0,0,0,250,68,17,16
6599,8,221,63637,0,50,71,0,0,0|0|0,31|102,10|185,22|61,0|0,0,0,250,77,17,16
6600,8,221,79546,0,50,74,0,0,0|0|0,31|109,10|197,22|65,0|0,0,0,250,83,17,16
6601,8,221,98239,0,60,77,0,0,0|0|0,31|116,10|208,22|70,0|0,0,0,250,96,17,16
6602,8,221,119852,0,60,80,0,0,0|0|0,31|123,10|219,22|74,0|0,0,0,250,109,17,16
6603,8,221,144421,0,65,83,0,0,0|0|0,31|129,10|229,22|77,0|0,0,0,250,120,17,16
6604,8,221,171862,0,100,85,0,0,0|0|0,31|135,10|239,22|81,0|0,0,0,250,125,17,16
6605,8,221,201937,0,120,90,0,0,0|0|0,31|145,10|255,22|87,0|0,0,0,250,136,17,16
6606,8,221,234247,0,130,94,0,0,0|0|0,31|155,10|271,22|93,0|0,0,0,250,142,17,16
6607,8,221,268213,0,130,95,0,0,0|0|0,31|175,10|303,22|105,0|0,0,0,250,161,17,16
6608,8,221,303081,0,140,95,0,0,0|0|0,31|200,10|343,22|120,0|0,0,0,250,165,17,16
6620,8,223,2206,0,20,42,0,0,0|0|0,31|30,10|73,22|18,0|0,0,0,150,24,18,16
6621,8,223,3023,0,20,46,0,0,0|0|0,31|39,10|90,22|23,0|0,0,0,200,26,18,16
6622,8,223,4096,0,25,50,0,0,0|0|0,31|48,10|106,22|29,0|0,0,0,200,30,18,16
6623,8,223,5488,0,30,54,0,0,0|0|0,31|57,10|122,22|34,0|0,0,0,200,33,18,16
6624,8,223,7272,0,30,58,0,0,0|0|0,31|65,10|136,22|39,0|0,0,0,200,40,18,16
6625,8,223,9526,0,30,61,0,0,0|0|0,31|73,10|150,22|44,0|0,0,0,200,46,18,16
6626,8,223,12336,0,35,65,0,0,0|0|0,31|81,10|164,22|49,0|0,0,0,200,50,18,16
6627,8,223,15791,0,30,68,0,0,0|0|0,31|89,10|178,22|53,0|0,0,0,200,58,18,16
6628,8,223,19975,0,30,71,0,0,0|0|0,31|96,10|190,22|58,0|0,0,0,200,66,18,16
6629,8,223,24969,0,40,74,0,0,0|0|0,31|103,10|202,22|62,0|0,0,0,200,75,18,16
6630,8,223,30836,0,40,77,0,0,0|0|0,31|110,10|214,22|66,0|0,0,0,200,85,18,16
6631,8,223,37620,0,40,81,0,0,0|0|0,31|117,10|227,22|70,0|0,0,0,250,94,18,16
6632,8,223,45333,0,45,84,0,0,0|0|0,31|124,10|239,22|74,0|0,0,0,250,105,18,16
6633,8,223,53946,0,50,86,0,0,0|0|0,31|130,10|249,22|78,0|0,0,0,250,114,18,16
6634,8,223,63386,0,60,89,0,0,0|0|0,31|136,10|259,22|82,0|0,0,0,250,124,18,16
6635,8,223,73528,0,60,93,0,0,0|0|0,31|145,10|275,22|87,0|0,0,0,250,138,18,16
6636,8,223,84190,0,60,98,0,0,0|0|0,31|155,10|292,22|93,0|0,0,0,250,149,18,16
6637,8,223,95135,0,60,117,0,0,0|0|0,31|165,10|309,22|99,0|0,0,0,250,151,18,16
6638,8,223,106075,0,70,98,0,0,0|0|0,31|175,10|327,22|105,0|0,0,0,250,162,18,16
6639,8,223,116683,0,70,100,0,0,0|0|0,31|200,10|369,22|120,0|0,0,0,250,175,18,16
6649,8,222,4030,0,20,35,0,0,0|0|0,31|31,10|63,22|19,0|0,0,0,350,24,16,16
6650,8,222,5522,0,25,39,0,0,0|0|0,31|40,10|77,22|24,0|0,0,0,350,25,16,16
6651,8,222,7482,0,30,42,0,0,0|0|0,31|49,10|91,22|29,0|0,0,0,350,28,16,16
6652,8,222,10026,0,30,46,0,0,0|0|0,31|58,10|105,22|35,0|0,0,0,350,32,16,16
6653,8,222,13284,0,35,49,0,0,0|0|0,31|66,10|117,22|40,0|0,0,0,350,36,16,16
6654,8,222,17402,0,30,52,0,0,0|0|0,31|74,10|129,22|44,0|0,0,0,400,42,16,16
6655,8,222,22535,0,30,55,0,0,0|0|0,31|82,10|142,22|49,0|0,0,0,400,51,16,16
6656,8,222,28845,0,40,58,0,0,0|0|0,31|90,10|154,22|54,0|0,0,0,400,58,16,16
6657,8,222,36489,0,40,61,0,0,0|0|0,31|97,10|164,22|58,0|0,0,0,400,63,16,16
6658,8,222,45612,0,40,64,0,0,0|0|0,31|104,10|175,22|62,0|0,0,0,400,70,16,16
6659,8,222,56330,0,45,67,0,0,0|0|0,31|111,10|186,22|67,0|0,0,0,400,83,16,16
6660,8,222,68723,0,50,69,0,0,0|0|0,31|118,10|196,22|71,0|0,0,0,400,91,16,16
6661,8,222,82811,0,60,72,0,0,0|0|0,31|125,10|207,22|75,0|0,0,0,400,100,16,16
6662,8,222,98545,0,50,74,0,0,0|0|0,31|131,10|216,22|79,0|0,0,0,450,110,16,16
6663,8,222,115791,0,50,77,0,0,0|0|0,31|137,10|225,22|82,0|0,0,0,450,116,16,16
6664,8,222,134317,0,55,81,0,0,0|0|0,31|145,10|237,22|87,0|0,0,0,450,131,16,16
6665,8,222,153793,0,55,85,0,0,0|0|0,31|155,10|252,22|93,0|0,0,0,450,142,16,16
6666,8,222,173786,0,70,86,0,0,0|0|0,31|160,10|260,22|96,0|0,0,0,450,147,16,16
6667,8,222,193772,0,70,88,0,0,0|0|0,31|175,10|282,22|105,0|0,0,0,450,154,16,16
6668,8,222,213149,0,70,90,0,0,0|0|0,31|200,10|320,22|120,0|0,0,0,450,165,16,16
6679,8,231,3407,0,10,41,0,0,0|0|0,31|29,11|60,22|17,0|0,0,0,2200,17,16,16
6680,8,231,4668,0,10,44,0,0,0|0|0,31|38,11|74,22|23,0|0,0,0,2200,21,16,16
6681,8,231,6325,0,15,48,0,0,0|0|0,31|47,11|88,22|28,0|0,0,0,2300,26,16,16
6682,8,231,8475,0,15,52,0,0,0|0|0,31|56,11|102,22|34,0|0,0,0,2300,32,16,16
6683,8,231,11230,0,15,56,0,0,0|0|0,31|64,11|114,22|38,0|0,0,0,2300,39,16,16
6684,8,231,14711,0,20,59,0,0,0|0|0,31|72,11|126,22|43,0|0,0,0,2300,44,16,16
6685,8,231,19051,0,20,63,0,0,0|0|0,31|80,11|139,22|48,0|0,0,0,2400,52,16,16
6686,8,231,24385,0,20,66,0,0,0|0|0,31|88,11|151,22|53,0|0,0,0,2400,58,16,16
6687,8,231,30847,0,20,69,0,0,0|0|0,31|95,11|161,22|57,0|0,0,0,2400,66,16,16
6688,8,231,38558,0,20,72,0,0,0|0|0,31|102,11|172,22|61,0|0,0,0,2400,75,16,16
6689,8,231,47619,0,20,75,0,0,0|0|0,31|109,11|183,22|65,0|0,0,0,2500,83,16,16
6690,8,231,58096,0,25,78,0,0,0|0|0,31|116,11|193,22|70,0|0,0,0,2500,92,16,16
6691,8,231,70005,0,25,81,0,0,0|0|0,31|123,11|204,22|74,0|0,0,0,2500,101,16,16
6692,8,231,83306,0,25,84,0,0,0|0|0,31|129,11|213,22|77,0|0,0,0,2500,111,16,16
6693,8,231,97885,0,30,86,0,0,0|0|0,31|135,11|222,22|81,0|0,0,0,2600,121,16,16
6694,8,231,113546,0,30,91,0,0,0|0|0,31|145,11|237,22|87,0|0,0,0,2600,132,16,16
6695,8,231,130011,0,30,95,0,0,0|0|0,31|155,11|252,22|93,0|0,0,0,2600,143,16,16
6696,8,231,146912,0,30,96,0,0,0|0|0,31|175,11|282,22|105,0|0,0,0,2600,155,16,16
6697,8,231,163807,0,30,98,0,0,0|0|0,31|200,11|320,22|120,0|0,0,0,2700,167,16,16
6709,8,232,4321,0,15,42,0,0,0|0|0,31|29,13|62,22|17,0|0,0,0,2300,18,16,16
6710,8,232,5920,0,20,46,0,0,0|0|0,31|38,13|76,22|23,0|0,0,0,2300,22,16,16
6711,8,232,8022,0,20,50,0,0,0|0|0,31|47,13|89,22|28,0|0,0,0,2300,28,16,16
6712,8,232,10749,0,20,54,0,0,0|0|0,31|56,13|103,22|34,0|0,0,0,2400,33,16,16
6713,8,232,14242,0,25,57,0,0,0|0|0,31|64,13|115,22|38,0|0,0,0,2400,39,16,16
6714,8,232,18658,0,25,61,0,0,0|0|0,31|72,13|127,22|43,0|0,0,0,2400,45,16,16
6715,8,232,24162,0,30,64,0,0,0|0|0,31|80,13|139,22|48,0|0,0,0,2400,52,16,16
6716,8,232,30927,0,30,68,0,0,0|0|0,31|88,13|150,22|53,0|0,0,0,2500,59,16,16
6717,8,232,39122,0,30,71,0,0,0|0|0,31|95,13|161,22|57,0|0,0,0,2500,67,16,16
6718,8,232,48903,0,30,74,0,0,0|0|0,31|102,13|171,22|61,0|0,0,0,2500,75,16,16
6719,8,232,60395,0,30,77,0,0,0|0|0,31|109,13|181,22|65,0|0,0,0,2500,84,16,16
6720,8,232,73682,0,35,80,0,0,0|0|0,31|116,13|191,22|70,0|0,0,0,2600,92,16,16
6721,8,232,88787,0,35,83,0,0,0|0|0,31|123,13|202,22|74,0|0,0,0,2600,102,16,16
6722,8,232,105657,0,40,86,0,0,0|0|0,31|129,13|211,22|77,0|0,0,0,2600,112,16,16
6723,8,232,124147,0,40,88,0,0,0|0|0,31|135,13|219,22|81,0|0,0,0,2600,122,16,16
6724,8,232,144010,0,40,93,0,0,0|0|0,31|145,13|234,22|87,0|0,0,0,2700,133,16,16
6725,8,232,164892,0,45,97,0,0,0|0|0,31|155,13|248,22|93,0|0,0,0,2700,144,16,16
6726,8,232,186328,0,50,98,0,0,0|0|0,31|175,13|278,22|105,0|0,0,0,2700,155,16,16
6727,8,232,207755,0,50,99,0,0,0|0|0,31|200,13|314,22|120,0|0,0,0,2700,167,16,16
6739,8,233,12720,0,20,44,0,0,0|0|0,31|30,10|28,22|18,0|0,0,0,2500,20,19,16
6740,8,233,17554,0,20,48,0,0,0|0|0,31|39,10|36,22|23,0|0,0,0,2500,25,19,16
6741,8,233,23873,0,25,52,0,0,0|0|0,31|48,10|44,22|29,0|0,0,0,2600,31,19,16
6742,8,233,31990,0,25,56,0,0,0|0|0,31|57,10|52,22|34,0|0,0,0,2600,37,19,16
6743,8,233,42226,0,25,59,0,0,0|0|0,31|65,10|59,22|39,0|0,0,0,2600,44,19,16
6744,8,233,54894,0,30,63,0,0,0|0|0,31|73,10|67,22|44,0|0,0,0,2600,52,19,16
6745,8,233,70265,0,30,66,0,0,0|0|0,31|81,10|74,22|49,0|0,0,0,2700,59,19,16
6746,8,233,88534,0,30,70,0,0,0|0|0,31|89,10|80,22|53,0|0,0,0,2700,67,19,16
6747,8,233,109782,0,40,73,0,0,0|0|0,31|96,10|87,22|58,0|0,0,0,2700,76,19,16
6748,8,233,133934,0,40,76,0,0,0|0|0,31|103,10|93,22|62,0|0,0,0,2700,85,19,16
6749,8,233,160720,0,50,79,0,0,0|0|0,31|110,10|99,22|66,0|0,0,0,2800,94,19,16
6750,8,233,189650,0,50,83,0,0,0|0|0,31|117,10|105,22|70,0|0,0,0,2800,103,19,16
6751,8,233,219994,0,60,86,0,0,0|0|0,31|124,10|111,22|74,0|0,0,0,2800,114,19,16
6752,8,233,250793,0,60,88,0,0,0|0|0,31|130,10|116,22|78,0|0,0,0,2800,125,19,16
6753,8,233,280888,0,65,91,0,0,0|0|0,31|136,10|121,22|82,0|0,0,0,2900,136,19,16
6754,8,233,308977,0,100,96,0,0,0|0|0,31|145,10|129,22|87,0|0,0,0,2900,149,19,16
6755,8,233,333695,0,120,100,0,0,0|0|0,31|155,10|137,22|93,0|0,0,0,2900,161,19,16
6756,8,233,353717,0,130,99,0,0,0|0|0,31|175,10|154,22|105,0|0,0,0,2900,173,19,16
6757,8,233,367865,0,130,101,0,0,0|0|0,31|200,10|175,22|120,0|0,0,0,3000,186,19,16
6769,8,241,4197,0,10,39,0,0,0|0|0,31|29,12|52,22|17,0|0,0,0,300,14,17,16
6770,8,241,5749,0,10,43,0,0,0|0|0,31|38,12|64,22|23,0|0,0,0,300,19,17,16
6771,8,241,7790,0,10,47,0,0,0|0|0,31|47,12|76,22|28,0|0,0,0,300,23,17,16
6772,8,241,10439,0,20,51,0,0,0|0|0,31|56,12|88,22|34,0|0,0,0,300,28,17,16
6773,8,241,13832,0,20,54,0,0,0|0|0,31|64,12|100,22|38,0|0,0,0,300,33,17,16
6774,8,241,18119,0,25,57,0,0,0|0|0,31|72,12|112,22|43,0|0,0,0,300,39,17,16
6775,8,241,23465,0,25,61,0,0,0|0|0,31|80,12|124,22|48,0|0,0,0,300,45,17,16
6776,8,241,30035,0,30,64,0,0,0|0|0,31|88,12|136,22|53,0|0,0,0,300,52,17,16
6777,8,241,37994,0,30,67,0,0,0|0|0,31|95,12|148,22|57,0|0,0,0,300,58,17,16
6778,8,241,47492,0,30,70,0,0,0|0|0,31|102,12|160,22|61,0|0,0,0,300,66,17,16
6779,8,241,58653,0,30,73,0,0,0|0|0,31|109,12|172,22|65,0|0,0,0,300,74,17,16
6780,8,241,71557,0,30,76,0,0,0|0|0,31|116,12|184,22|70,0|0,0,0,300,81,17,16
6781,8,241,86226,0,30,79,0,0,0|0|0,31|123,12|196,22|74,0|0,0,0,300,90,17,16
6782,8,241,102609,0,30,82,0,0,0|0|0,31|129,12|208,22|77,0|0,0,0,300,99,17,16
6783,8,241,120566,0,35,84,0,0,0|0|0,31|135,12|220,22|81,0|0,0,0,300,108,17,16
6784,8,241,139856,0,35,88,0,0,0|0|0,31|145,12|232,22|87,0|0,0,0,300,118,17,16
6785,8,241,160135,0,35,93,0,0,0|0|0,31|155,12|244,22|93,0|0,0,0,300,128,17,16
6786,8,241,180953,0,40,92,0,0,0|0|0,31|165,12|256,22|99,0|0,0,0,300,139,17,16
6787,8,241,201762,0,40,94,0,0,0|0|0,31|175,12|268,22|105,0|0,0,0,300,150,17,16
6788,8,241,221939,0,40,96,0,0,0|0|0,31|200,12|280,22|120,0|0,0,0,300,161,17,16
6799,8,242,3573,0,5,36,0,0,0|0|0,31|30,12|65,22|18,0|0,0,0,2100,13,16,16
6800,8,242,4895,0,5,40,0,0,0|0|0,31|39,12|80,22|23,0|0,0,0,2100,15,16,16
6801,8,242,6633,0,5,43,0,0,0|0|0,31|48,12|94,22|29,0|0,0,0,2100,20,16,16
6802,8,242,8889,0,5,47,0,0,0|0|0,31|57,12|109,22|34,0|0,0,0,2100,24,16,16
6803,8,242,11777,0,5,50,0,0,0|0|0,31|65,12|122,22|39,0|0,0,0,2100,30,16,16
6804,8,242,15428,0,10,53,0,0,0|0|0,31|73,12|134,22|44,0|0,0,0,2100,34,16,16
6805,8,242,19980,0,10,56,0,0,0|0|0,31|81,12|147,22|49,0|0,0,0,2100,40,16,16
6806,8,242,25574,0,10,60,0,0,0|0|0,31|89,12|160,22|53,0|0,0,0,2100,46,16,16
6807,8,242,32351,0,10,62,0,0,0|0|0,31|96,12|171,22|58,0|0,0,0,2100,53,16,16
6808,8,242,40439,0,10,65,0,0,0|0|0,31|103,12|182,22|62,0|0,0,0,2100,59,16,16
6809,8,242,49942,0,15,68,0,0,0|0|0,31|110,12|193,22|66,0|0,0,0,2100,66,16,16
6810,8,242,60930,0,10,71,0,0,0|0|0,31|117,12|204,22|70,0|0,0,0,2100,74,16,16
6811,8,242,73420,0,20,74,0,0,0|0|0,31|124,12|215,22|74,0|0,0,0,2100,81,16,16
6812,8,242,87370,0,20,76,0,0,0|0|0,31|130,12|224,22|78,0|0,0,0,2100,90,16,16
6813,8,242,102660,0,20,80,0,0,0|0|0,31|135,12|232,22|81,0|0,0,0,2100,99,16,16
6814,8,242,119085,0,20,84,0,0,0|0|0,31|145,12|248,22|87,0|0,0,0,2100,108,16,16
6815,8,242,136353,0,20,83,0,0,0|0|0,31|175,12|294,22|105,0|0,0,0,2100,118,16,16
6816,8,242,154079,0,20,86,0,0,0|0|0,31|200,12|333,22|120,0|0,0,0,2100,128,16,16
6829,8,251,3158,0,25,34,0,0,0|0|0,31|29,11|52,22|17,0|0,0,0,250,15,15,16
6830,8,251,4326,0,20,37,0,0,0|0|0,31|38,11|64,22|23,0|0,0,0,250,18,15,16
6831,8,251,5862,0,25,41,0,0,0|0|0,31|47,11|76,22|28,0|0,0,0,250,23,15,16
6832,8,251,7855,0,30,44,0,0,0|0|0,31|56,11|88,22|34,0|0,0,0,250,28,15,16
6833,8,251,10408,0,30,47,0,0,0|0|0,31|64,11|100,22|38,0|0,0,0,250,32,15,16
6834,8,251,13634,0,35,51,0,0,0|0|0,31|72,11|112,22|43,0|0,0,0,250,39,15,16
6835,8,251,17657,0,30,54,0,0,0|0|0,31|80,11|124,22|48,0|0,0,0,250,47,15,16
6836,8,251,22600,0,30,57,0,0,0|0|0,31|88,11|136,22|53,0|0,0,0,250,51,15,16
6837,8,251,28590,0,30,59,0,0,0|0|0,31|95,11|148,22|57,0|0,0,0,250,55,15,16
6838,8,251,35737,0,30,62,0,0,0|0|0,31|102,11|160,22|61,0|0,0,0,250,65,15,16
6839,8,251,44135,0,30,65,0,0,0|0|0,31|109,11|172,22|65,0|0,0,0,250,73,15,16
